ct,name,class,z,N_HI,flag,Q,L_UV,SI_UV,n_rad,fit,L_21,TO,SI,L_21ssd,TOssd,thick,thin
279,2MASXJ10460960+1655115,G,0.206868,18.85,non,53.763,20.65,-1.1650627241799978,4,2,,9.45,,,9.062,5.14,-0.062
280,SDSSJ104643.83+315301.1,G,0.1166,18.47,non,49.677,17.298,-6.308516620916802,1,0,,,,,,,
281,B21045+35A,G,0.84644,18.94,det,55.556,22.2,-0.6652158020516954,8,1,,6.762,-0.896,,,,
282,2MASXJ10480120+1514386,G,0.2161,18.21,non,51.629,19.038,-3.8701218358414,1,0,,,,,,,
283,[HB89]1055+018,Q,0.888,17.73,non,56.339,23.109,-0.8872942297684699,64,1,,9.839,-0.051,,,,
284,[HB89]1058+726,Q,1.46,17.76,non,57.267,24.058,-0.9339731906083946,12,1,,10.39,-0.453,,,,
285,B21058+33B,Q,0.935327,17.85,non,55.279,22.119,-1.045310908511411,7,1,,6.105,-0.785,,,,
286,2MASXJ11030580+1917024,G,0.214267,18.64,non,52.263,19.616,-3.3964284145571435,1,0,,,,,,,
287,WISEAJ110426.88+492824.4,Q,0.8995,17.62,non,55.36,22.239,-1.1422593768044813,4,1,,2.063,-0.504,,,,
288,[HB89]1104+058,Q,0.884661,18.05,non,56.068,22.766,-0.7538614223437381,13,1,,15.377,-0.901,,,,
289,B31105+437,Q,1.226,18.11,non,56.091,22.9,-0.9725036446696336,9,1,,9.754,-0.019,,,,
290,PKS1107-187,G,0.497,18.18,det,,,,8,2,,9.13,,,9.67,0.16,-1.166
291,4C+19.35,G,0.340162,18.2,non,50.049,17.665,-6.219583397992967,9,1,,3.139,-0.802,,,,
292,PKS1108+201,G,0.2991,17.6,non,51.147,18.639,-4.689045151152823,11,2,,9.21,,,9.673,0.26,-1.67
293,2MASXJ11203006+2736112,G,0.112,19.19,det,52.406,19.61,-2.414159147219122,5,2,,8.44,,,8.318,5.217,-0.429
294,2MASXJ11233202+2350475,G,0.207,18.96,det,51.991,19.359,-3.5161280775753636,6,1,,9.471,-0.695,,,,
295,SDSSJ112904.10+563844.0,G,0.8919,18.86,det,53.466,20.664,-2.3805717741516297,7,2,,8.79,,,8.996,0.693,-1.247
296,2MASXJ11183489+6146380,G,0.1924,18.31,non,50.907,18.416,-4.87459194157956,1,0,,,,,,,
297,2MASXJ11183553+3136327,G,0.1185,18.19,non,50.217,17.767,-5.34570071385793,1,0,,,,,,,
298,2MASXJ11191650+6239259,G,0.1102,18.54,non,50.514,18.044,-5.116176979135853,1,0,,,,,,,
299,4C+14.41,G,0.362,17.76,non,53.478,20.357,-1.1412369279641288,27,2,,8.49,,,8.802,-0.751,0.432
300,2MASXJ11203006+2736112,G,0.1125,17.86,non,52.41,19.614,-2.4141591472192108,5,2,,8.44,,,8.282,5.116,-0.419
301,2MASXJ11215666+4314568,G,0.1854,18.31,non,50.45,18.013,-5.517725200350019,2,0,,,,,,,
302,2MASXJ11234989+2016545,G,0.130406,18.8,non,52.993,20.098,-1.9216103921837897,6,1,,14.368,-0.695,,,,
303,B21121+31B,G,3.2174,17.89,non,55.349,22.541,-2.344291101935495,5,1,,6.488,-1.207,,,,
304,3C258,G,0.165,18.7,det,53.467,20.446,-1.4392042696637117,9,1,,11.198,-0.86,,,,
305,WISEAJ112723.25+530058.7,?,0.925287,17.94,non,54.553,21.574,-1.5842822941771377,6,1,,7.441,-0.91,,,,
306,PKS1128-047,G,0.266,17.79,non,,,,14,1,,9.475,-0.011,,,,
307,WISEAJ112833.05+324322.6,G,0.369572,18.08,non,49.854,17.509,-6.830344426541074,8,2,,9.33,,,9.33,5.723,-0.95
308,B31128+472,R,0.125721,18.69,non,,,,4,1,,13.685,-0.499,,,,
309,WISEAJ112341.90+125213.9,G,0.31767,18.19,non,53.805,20.702,-1.189940196545696,0,0,,,,,,,
310,SDSSJ113019.23+101526.7,?,0.786965,17.72,non,54.725,21.787,-1.7385267588223743,8,1,,15.358,-0.538,,,,
311,B21128+30A,Q,0.736721,17.72,non,56.513,22.94,-0.40343818021501515,10,1,,13.804,-0.347,,,,
312,SDSSJ113230.99+573109.2,G,0.1804,18.34,non,51.043,18.505,-4.3689088338854285,1,0,,,,,,,
313,[HB89]1136-135,Q,0.554,17.62,non,56.303,23.217,-1.2392583364895926,26,1,,2.296,-0.795,,,,
314,4C+05.52,Q,1.3431,18.0,det,56.236,23.088,-1.0738902025383716,20,1,,11.982,-0.414,,,,
315,PKS1141+011,G,0.295616,17.92,non,,8.331,-21.810461642766384,8,2,,9.52,,,9.94,0.104,-1.955
316,B21144+40,Q,1.088,18.45,non,56.461,23.241,-0.9083026134599337,16,1,,9.817,0.053,,,,
317,2MASXJ11500016+5528208,G,0.13855,18.8,det,48.862,16.521,-6.873865874072241,4,2,,8.41,,,8.269,3.673,-0.377
318,SBS1150+497,Q,0.33364,17.43,non,55.596,22.377,-0.9112185736599697,27,1,,9.993,-0.235,,,,
319,[HB89]1150+812,Q,1.25,18.3,non,56.435,23.298,-1.1018377736362042,24,1,,10.308,-0.161,,,,
320,[HB89]1151-348,Q,0.258,18.2,non,,,,28,2,,8.34,,,8.746,0.436,-0.78
321,FBQSJ1159+2914,Q,0.724688,18.26,non,56.035,22.778,-0.8345554899898566,50,1,,10.343,-0.164,,,,
322,2MASXJ11595462+3027267,G,0.1064,18.52,non,49.618,17.229,-6.152724636508451,2,0,,,,,,,
323,PKS1200+045,Q,1.225972,18.66,det,56.556,23.269,-0.7806069417834453,10,2,,9.18,,,9.037,1.068,-0.662
324,[HB89]1202-262,Q,0.789,17.56,non,56.336,23.137,-0.9531243187419003,27,1,,10.701,-0.447,,,,
325,2MASXJ12023112+1637414,G,0.1195,18.1,non,53.138,20.083,-1.3269172983313327,2,0,,,,,,,
326,SDSSJ120255.33+261518.7,G,0.1936,18.1,non,52.463,19.534,-1.779478901429877,1,0,,,,,,,
327,2MASXJ12023112+1637414,G,0.119,18.87,det,53.134,20.079,-1.3269172983313366,2,0,,,,,,,
328,WISEAJ120331.76+304902.2,V,0.95575,18.07,non,54.988,22.056,-1.767419522791965,4,2,,9.76,,,9.43,7.109,-0.289
329,3C268.3,G,0.371,18.29,det,53.736,20.582,-1.0570848691298635,18,2,,7.64,,,6.39,2.368,-0.263
330,B31206+469,G,0.101,18.41,det,50.852,18.351,-4.7649193273587205,4,1,,7.498,-0.418,,,,
331,FBQSJ120922.7+411941,Q,0.377,18.48,non,55.588,22.392,-0.9607732073435877,10,2,,9.69,,,9.814,0.469,-0.558
332,WISEAJ120914.61-203238.8,G,0.404,19.54,det,,,,10,2,,9.98,,,10.42,0.645,-10.898
333,WCom,Q,0.102,18.08,non,55.034,21.849,-0.9862165793297808,33,2,,9.05,,,8.301,0.264,-0.09
334,FBQSJ1221+3010,G,0.183599,18.9,non,55.662,22.46,-0.9474477185783732,13,1,,10.016,-0.616,,,,
335,PKS1221-42,G,0.171442,18.52,det,,,,25,1,,6.371,-0.666,,,,
336,[HB89]1222+037,Q,0.9556,18.23,non,56.11,22.944,-1.0286983890765549,15,2,,8.48,,,10.586,-0.101,-4.298
337,PG1222+216,Q,0.432,17.81,non,56.038,22.82,-0.9139808604138794,28,1,,10.159,-0.383,,,,
339,2MASXJ12251912+1621040,G,0.197,18.5,non,51.946,19.318,-3.5543765624820804,1,0,,,,,,,
341,3C273,Q,0.15834,16.15,non,56.568,23.42,-1.0757061573863025,74,1,,10.841,-0.328,,,,
342,BZQJ1230-1139,Q,3.528,18.63,non,56.815,23.706,-1.1730514255581481,8,2,,9.67,,,10.502,0.012,-1.443
343,2MASXJ12282312+1626128,G,0.229959,18.63,non,49.916,17.534,-6.262134117252888,6,1,,16.389,-0.593,,,,
344,WISEJ123349.25+502622.8,G,0.206843,18.43,non,54.299,21.228,-1.2799614569303994,7,1,,11.413,-0.605,,,,
345,WISEAJ123413.33+475351.2,Q,0.373181,17.73,non,55.577,22.502,-1.2686461358959382,10,2,,9.13,,,9.922,0.127,-0.937
346,[HB89]1236+077,Q,0.4,18.61,non,55.382,22.175,-0.9360284936519656,18,1,,19.182,0.141,,,,
347,[HB89]1240+381,Q,1.318343,18.04,non,56.418,23.305,-1.160991719035431,14,2,,9.42,,,10.828,0.059,-0.586
348,B21240+39,Q,2.131,18.88,non,,,,4,2,,8.49,,,8.441,10.639,-2.543
349,2MASXJ12435048+1850219,G,0.228,18.28,non,51.539,18.989,-4.255892979713994,1,0,,,,,,,
350,B31242+410,Q,0.813,17.85,non,55.374,22.182,-0.9704728607778907,14,2,,8.95,,,8.292,4.691,-0.567
351,4C+03.24,G,3.5699,17.89,non,,17.885,0.32175279526780404,7,1,,-1.432,-1.221,,,,
352,PKS1245-19,Q,1.275,18.92,det,55.104,21.941,-1.0374705602709218,37,2,,8.42,,,8.639,1.115,-0.634
353,4C+49.25,G,0.2069,16.66,non,54.068,20.886,-0.9933517077864885,8,1,,6.505,-0.49,,,,
354,SDSSJ124709.68+324705.0,G,0.1351,18.37,non,51.403,18.822,-3.9574974031280847,1,0,,,,,,,
355,4C+49.25,G,0.207,17.7,det,54.068,20.886,-0.9933517077864745,8,1,,6.505,-0.49,,,,
356,B21250+29,G,0.195079,17.9,non,52.716,19.897,-2.2864891298778613,7,1,,5.25,-0.701,,,,
358,SBS1250+568,Q,0.31978,17.83,non,55.28,22.182,-1.2061398652809368,25,2,,7.84,,,7.265,2.531,-0.364
359,3C279,Q,0.5362,16.83,non,56.443,23.165,-0.7958626489536214,60,1,,9.748,-0.06,,,,
360,2MASXJ12543330+1856016,G,0.115,18.8,det,,,,8,2,,9.82,,,10.07,0.405,-0.761
361,2MASXJ13013264+4634032,G,0.206,18.51,det,53.519,20.369,-1.0686786955063985,8,1,,9.407,-0.013,,,,
362,B21301+37,G,0.93987,18.41,non,55.762,22.543,-0.9128552385317164,8,1,,-3.599,-0.634,,,,
363,PG1302-102,Q,0.2784,18.23,non,56.287,23.173,-1.1612165595831605,19,2,,7.95,,,10.845,0.008,-0.575
364,2MASXJ13055694+3956211,G,0.1535,18.55,non,49.705,17.321,-6.231084945587678,1,0,,,,,,,
365,B31304+440,R,0.202562,18.58,non,,,,4,1,,4.805,-0.804,,,,
366,PKS1306-09,G,0.46685,18.11,non,,,,24,1,,4.719,-0.625,,,,
367,WISEAJ131110.54+343916.2,R,0.790687,17.85,non,,,,1,0,,,,,,,
368,SDSSJ131151.93+460843.9,G,0.828535,17.79,non,54.23,21.186,-1.3620855515608112,0,0,,,,,,,
369,SDSSJ131337.85+545823.9,Q,0.613,18.23,non,52.445,19.778,-3.248627883932321,14,2,,9.07,,,8.971,1.177,-0.891
370,2MASXJ13142462+6219453,G,0.130805,18.88,non,53.205,20.185,-1.4407753388310904,1,0,,,,,,,
371,SDSSJ131941.39+162852.6,G,0.1587,19.01,non,49.846,17.469,-6.345753346775527,1,0,,,,,,,
373,4C+32.44,G,0.37,17.85,det,54.007,20.854,-1.059679195806977,36,2,,8.9,,,8.855,0.87,-0.745
374,4C+12.48,Q,0.949407,17.98,non,54.394,21.466,-1.780347755605343,14,1,,10.071,-0.376,,,,
375,SDSSJ132905.80+500926.5,Q,2.654,19.04,non,56.575,23.371,-0.9430101132821387,9,1,,14.486,0.035,,,,
376,FBQSJ133037.6+250910,Q,1.055,16.82,non,56.267,23.166,-1.1962508115517234,47,1,,15.472,-0.626,,,,
377,3C286,Q,0.8494,16.72,non,56.386,23.342,-1.364928171245595,49,1,,6.167,-0.412,,,,
378,CGRaBSJ1334-1150,Q,1.402,18.26,non,,,,9,1,,9.797,0.015,,,,
379,[HB89]1333+459,Q,2.449,18.96,non,57.132,24.021,-1.1682342051485068,26,2,,10.28,,,10.033,1.791,-0.676
380,2MASXJ13410515+3959456,G,0.1715,18.3,non,53.673,20.765,-1.8658153286330068,0,0,,,,,,,
381,[HB89]1342+663,Q,1.351,18.26,non,55.711,22.596,-1.1577368839577202,10,2,,9.26,,,8.904,4.051,-0.138
382,SDSSJ134808.78+304909.0,G,0.1692,18.31,non,49.86,17.459,-6.000284293604575,0,0,,,,,,,
383,2MASXJ13531412+3741142,G,0.2159,18.47,non,54.635,21.49,-1.0799453511391546,4,1,,9.515,-0.26,,,,
384,4C+12.50,G,0.1217,18.48,det,53.668,20.561,-1.1796414505544446,42,1,,4.36,-0.412,,,,
385,[HB89]1351-018,Q,3.707,18.41,non,56.915,23.671,-0.8601709277374644,8,2,,10.24,,,10.187,0.632,-0.474
386,[HB89]1354+195,Q,0.72,17.58,non,56.511,23.394,-1.1526726480816882,38,1,,10.403,-0.458,,,,
387,PKS1354-17,Q,3.147,18.04,non,,,,13,2,,9.46,,,10.307,0.144,-0.963
388,[HB89]1356+022,Q,1.325654,17.88,non,56.75,23.632,-1.1487283187842254,12,1,,10.289,-0.106,,,,
389,2MASXJ13564607+1026088,Q,0.1231,19.28,det,53.825,20.856,-1.6213873021985776,1,0,,,,,,,
390,VIPS0718,G,0.646,19.52,det,52.068,19.433,-3.4920816587842363,12,2,,9.41,,,9.677,0.548,-1.038
391,PKS1355+01,R,0.797,18.52,det,,,,10,1,,7.862,-0.898,,,,
392,87GB135911.5+152747,Q,3.235,18.08,non,,,,2,0,,,,,,,
393,4C+62.22,G,0.431,18.27,det,53.953,20.659,-0.7673932111169582,22,2,,9.06,,,8.846,1.444,-0.764
